	mgs	pval	delta	delta.low	delta.up	fdr	bacteria	genome	annotation
progression.761	Coprococcus comes:1402_1404;1404_1405	0.606591857	0.021040327	-0.119021201	0.160280825	0.9632095	Coprococcus comes:1402	470146.PRJNA20525	Genes_ ATPase family associated with various cellular activities (AAA);putative 5-methylcytosine-specific restriction enzyme subunit McrC
progression.48	[Eubacterium] rectale:704_707	0.609072047	-0.022727273	-0.155932821	0.111290144	0.96353201	[Eubacterium] rectale:704	657318.PRJNA39159	Genes_ Protein kinase domain.;
progression.49	[Eubacterium] rectale:784_785	0.608377392	-0.039141414	-0.190055954	0.113580149	0.96353201	[Eubacterium] rectale:784	657318.PRJNA39159	Genes_ Site-specific recombinase XerD;
progression.297	Bacteroides uniformis:1246_1248;1248_1250	0.610439458	-0.045883941	-0.214184663	0.125062552	0.963997966	Bacteroides uniformis:1246	411479.PRJNA18195	"Genes_ glycosyl hydrolase, family 43;SusD family protein;TonB-linked outer membrane protein, SusC/RagA family"
progression.304	Bacteroides uniformis:1592_1595	0.611863994	0.00877193	-0.162597772	0.179627916	0.963997966	Bacteroides uniformis:1592	411479.PRJNA18195	Genes_ ;BNR/Asp-box repeat protein;IstB-like ATP-binding protein
progression.779	Coprococcus comes:2395_2396	0.611756427	-0.045587376	-0.201141394	0.11220927	0.963997966	Coprococcus comes:2395	470146.PRJNA20525	Genes_ unannotated
progression.1037	Anaerostipes hadrus:1108_1111;1111_1112	0.61321612	0.06573296	-0.07219639	0.20119531	0.964815581	Anaerostipes hadrus:1108	245018.PRJNA45957	Genes_ unannotated
progression.574	Blautia wexlerae:1692_1694;1694_1698;1699_1700;1700_1702;1702_1705;1705_1707	0.616323451	-0.02642867	-0.171210642	0.119470619	0.965834879	Blautia wexlerae:1692	1121115.PRJNA195783	Genes_ NA
progression.907	Ruminococcus sp. SR1/5:518_519	0.616366127	0.004963235	-0.139453205	0.149172939	0.965834879	Ruminococcus sp. SR1/5:518	657323.PRJNA39149	Genes_ 
progression.914	Ruminococcus sp. SR1/5:781_790	0.615653331	0.025367647	-0.137617011	0.187014772	0.965834879	Ruminococcus sp. SR1/5:781	657323.PRJNA39149	Genes_ StbA protein.;;Helix-turn-helix.
progression.11	[Eubacterium] rectale:267_268	0.619244902	-0.061868687	-0.216082182	0.095356503	0.967726852	[Eubacterium] rectale:267	657318.PRJNA39159	Genes_ ;Helix-turn-helix.
progression.390	Blautia obeum:462_465;465_470;470_474	0.61911749	0.035164835	-0.124301868	0.192860751	0.967726852	Blautia obeum:462	411459.PRJNA18147	"Genes_ bacterial sugar transferase;polysaccharide biosynthesis protein;DegT/DnrJ/EryC1/StrS aminotransferase family protein;glycosyltransferase, group 2 family protein;polysaccharide pyruvyl transferase;radical SAM domain protein"
progression.1106	Anaerostipes hadrus:2978_2980	0.621208268	0.026330532	-0.111383509	0.163052356	0.969486758	Anaerostipes hadrus:2978	245018.PRJNA45957	Genes_ ;YcfA-like protein.
progression.12	[Eubacterium] rectale:268_270	0.63048003	-0.011363636	NaN	NaN	0.969609044	[Eubacterium] rectale:268	657318.PRJNA39159	Genes_ unannotated
progression.59	[Eubacterium] rectale:1076_1077	0.626794614	-0.074494949	-0.227147584	0.081730661	0.969609044	[Eubacterium] rectale:1076	657318.PRJNA39159	Genes_ Protein of unknown function (DUF1524).
progression.68	[Eubacterium] rectale:1142_1145	0.628443668	-0.061868687	-0.211323589	0.090413209	0.969609044	[Eubacterium] rectale:1142	657318.PRJNA39159	Genes_ ;ParB-like partition proteins;ATPases involved in chromosome partitioning
progression.219	Faecalibacterium prausnitzii:1286_1287	0.632228574	0.006097561	-0.13583345	0.147783324	0.969609044	Faecalibacterium prausnitzii:1286	748224.PRJNA46809	Genes_ unannotated
progression.257	Faecalibacterium prausnitzii:2552_2553	0.635669639	0.046493902	-0.112251491	0.202925152	0.969609044	Faecalibacterium prausnitzii:2552	748224.PRJNA46809	Genes_ unannotated
progression.292	Bacteroides uniformis:783_785;785_787;3075_3077;3915_3916	0.635696052	0.042510121	-0.09399837	0.177449671	0.969609044	Bacteroides uniformis:783	411479.PRJNA18195	"Genes_ transcription termination/antitermination factor NusG;PspC domain protein;transcriptional regulator, PadR family;hydrogenase maturation GTPase HydF;iron-only hydrogenase maturation rSAM protein HydG;glycosyl hydrolase family 2, sugar binding domain protein"
progression.318	Bacteroides uniformis:2046_2047	0.634175137	-0.016194332	-0.171702418	0.140101174	0.969609044	Bacteroides uniformis:2046	411479.PRJNA18195	Genes_ hydroxylamine reductase
progression.412	Blautia obeum:1249_1250	0.626923623	0.064835165	-0.105647634	0.231615461	0.969609044	Blautia obeum:1249	411459.PRJNA18147	Genes_ ParB-like protein;CobQ/CobB/MinD/ParA nucleotide binding domain protein
progression.579	Blautia wexlerae:1849_1851;1851_1853	0.629011635	-0.04164937	-0.173370219	0.091535344	0.969609044	Blautia wexlerae:1849	1121115.PRJNA195783	Genes_ NA
progression.640	Blautia wexlerae:3411_3412	0.625919183	0.01784973	-0.11442352	0.149501114	0.969609044	Blautia wexlerae:3411	1121115.PRJNA195783	Genes_ NA
progression.818	Anaerobutyricum hallii:379_380	0.629727643	0.036842105	-0.119822185	0.191716148	0.969609044	Anaerobutyricum hallii:379	411469.PRJNA18177	Genes_ repressor LexA;
progression.883	Anaerobutyricum hallii:3141_3151	0.632455742	-0.002941176	-0.155628978	0.149883888	0.969609044	Anaerobutyricum hallii:3141	411469.PRJNA18177	"Genes_ transcriptional regulator, DeoR family;FAD dependent oxidoreductase;carbohydrate kinase, FGGY family protein;FAD binding domain protein;putative glycerol kinase;;electron transfer flavoprotein FAD-binding domain protein"
progression.888	Ruminococcus sp. SR1/5:76_77	0.62240518	0.083639706	-0.074363532	0.237546425	0.969609044	Ruminococcus sp. SR1/5:76	657323.PRJNA39149	Genes_ unannotated
progression.1083	Anaerostipes hadrus:2353_2354	0.632024436	-0.081419234	-0.241101987	0.08255573	0.969609044	Anaerostipes hadrus:2353	245018.PRJNA45957	Genes_ Sugar transferases involved in lipopolysaccharide synthesis;UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
progression.1145	Bifidobacterium adolescentis:1660_1661	0.636358267	-0.074074074	-0.240009066	0.096066554	0.969609044	Bifidobacterium adolescentis:1660	1680.PRJNA240293	Genes_ ;galactosyl transferase cpsd
progression.1148	Bifidobacterium adolescentis:1790_1792;1792_1794	0.630236126	0.023148148	-0.130947979	0.176152148	0.969609044	Bifidobacterium adolescentis:1790	1680.PRJNA240293	Genes_ FimB fimbrial subunit;FimA fimbrial subunit-like protein
progression.1152	Bifidobacterium adolescentis:1889_1892;1898_1900	0.625915713	0.037037037	-0.116078084	0.188432691	0.969609044	Bifidobacterium adolescentis:1889	1680.PRJNA240293	"Genes_ glycosyl transferase, family 8;glycosyl transferase, family 2;cell wall binding repeat containing protein;internalin A;polysaccharide ABC transporter ATP-binding protein"
progression.1154	Bifidobacterium adolescentis:2021_2022	0.635137238	0.023148148	-0.140797992	0.185858637	0.969609044	Bifidobacterium adolescentis:2021	1680.PRJNA240293	Genes_ pyridoxine biosynthesis protein;glutamine amidotransferase subunit PdxT
progression.586	Blautia wexlerae:2093_2094;3409_3411	0.637289639	-0.01397537	-0.160451477	0.13310301	0.969752171	Blautia wexlerae:2093	1121115.PRJNA195783	Genes_ NA
progression.582	Blautia wexlerae:1867_1868	0.639166879	0.058807251	-0.093422464	0.208350193	0.971332344	Blautia wexlerae:1867	1121115.PRJNA195783	Genes_ NA
progression.195	Faecalibacterium prausnitzii:1039_1040	0.642237506	-0.050304878	-0.212016355	0.114088017	0.972797059	Faecalibacterium prausnitzii:1039	748224.PRJNA46809	Genes_ unannotated
progression.408	Blautia obeum:1206_1208	0.641107807	-0.065934066	-0.232825115	0.104729275	0.972797059	Blautia obeum:1206	411459.PRJNA18147	Genes_ ;glyoxalase family protein
progression.648	Blautia wexlerae:3493_3494	0.642650907	-0.00525806	-0.142852477	0.132535744	0.972797059	Blautia wexlerae:3493	1121115.PRJNA195783	Genes_ NA
progression.175	Faecalibacterium prausnitzii:622_623	0.646818433	-0.040777439	-0.18704703	0.107261044	0.973053709	Faecalibacterium prausnitzii:622	748224.PRJNA46809	Genes_ unannotated
progression.637	Blautia wexlerae:3333_3335	0.644941297	0.03514598	-0.100612433	0.169619562	0.973053709	Blautia wexlerae:3333	1121115.PRJNA195783	Genes_ NA
progression.740	Coprococcus comes:833_835	0.647021897	-0.036625755	-0.200875263	0.12962671	0.973053709	Coprococcus comes:833	470146.PRJNA20525	Genes_ ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein;
progression.744	Coprococcus comes:926_927	0.645801363	0.050068186	-0.0960451	0.194069261	0.973053709	Coprococcus comes:926	470146.PRJNA20525	Genes_ unannotated
progression.1030	Anaerostipes hadrus:817_819	0.646908931	0.036041083	-0.112391684	0.182900505	0.973053709	Anaerostipes hadrus:817	245018.PRJNA45957	Genes_ unannotated
progression.188	Faecalibacterium prausnitzii:801_802	0.649136943	0.052210366	-0.112734298	0.21435468	0.974596293	Faecalibacterium prausnitzii:801	748224.PRJNA46809	"Genes_ ;Gram-positive signal peptide protein, YSIRK family"
progression.454	Blautia obeum:2640_2642	0.649730862	-0.064835165	-0.214705971	0.088018712	0.974596293	Blautia obeum:2640	411459.PRJNA18147	"Genes_ response regulator receiver domain protein;;antioxidant, AhpC/TSA family;4Fe-4S binding domain protein"
progression.710	Coprococcus comes:104_105	0.651327999	0.074225599	-0.083694014	0.228508271	0.975728103	Coprococcus comes:104	470146.PRJNA20525	Genes_ RHS repeat-associated core domain protein;toxin secretion/phage lysis holin;
progression.854	Anaerobutyricum hallii:1998_1999	0.652183454	-0.034674923	-0.189616292	0.121951449	0.975747339	Anaerobutyricum hallii:1998	411469.PRJNA18177	Genes_ N-acetylmuramoyl-L-alanine amidase
progression.39	[Eubacterium] rectale:523_525	0.657793824	-0.071969697	-0.224190981	0.083679721	0.979289305	[Eubacterium] rectale:523	657318.PRJNA39159	"Genes_ Predicted transcriptional regulator;Antirepressor regulating drug resistance, predicted signal transduction N-terminal membrane component"
progression.94	[Eubacterium] rectale:1976_1978	0.659343883	-0.022727273	-0.174101182	0.129695947	0.979289305	[Eubacterium] rectale:1976	657318.PRJNA39159	Genes_ ;Transposase and inactivated derivatives;Transposase IS66 family.
progression.157	Faecalibacterium prausnitzii:457_458	0.655563244	-0.057926829	-0.212619111	0.099598066	0.979289305	Faecalibacterium prausnitzii:457	748224.PRJNA46809	"Genes_ ;ABC transporter, ATP-binding protein"
progression.332	Bacteroides uniformis:2566_2567	0.657873978	0.026315789	-0.145448563	0.196540208	0.979289305	Bacteroides uniformis:2566	411479.PRJNA18195	Genes_ unannotated
progression.333	Bacteroides uniformis:2587_2590	0.663416715	0.01417004	-0.152471135	0.180027775	0.979289305	Bacteroides uniformis:2587	411479.PRJNA18195	Genes_ TraG family protein;
progression.362	Bacteroides uniformis:4083_4084;4086_4088;4088_4090;4096_4099	0.661163525	0.05802969	-0.089381751	0.20295333	0.979289305	Bacteroides uniformis:4083	411479.PRJNA18195	"Genes_ CorA-like protein;F5/8 type C domain protein;putative mannan endo-1,4-beta-mannosidase;SusD family protein"
progression.782	Coprococcus comes:2433_2435;2435_2437;2437_2439;2441_2443	0.66213168	0.041885837	-0.096628797	0.178808877	0.979289305	Coprococcus comes:2433	470146.PRJNA20525	"Genes_ phosphoglucosamine mutase;VanZ-like protein;polysaccharide biosynthesis protein;polysaccharide biosynthesis protein CpsM(V);glycosyltransferase, group 2 family protein;glycosyltransferase, group 1 family protein"
progression.801	Coprococcus comes:3056_3060	0.663853285	-0.005260082	-0.158241866	0.147968314	0.979289305	Coprococcus comes:3056	470146.PRJNA20525	"Genes_ ;ABC transporter, ATP-binding protein"
progression.820	Anaerobutyricum hallii:557_559	0.66315612	0.01377709	-0.141723487	0.168614112	0.979289305	Anaerobutyricum hallii:557	411469.PRJNA18177	"Genes_ ;IS66 family element, Orf2 protein;IS66 family element, transposase"
progression.1085	Anaerostipes hadrus:2428_2430	0.659881908	-0.008963585	-0.149083394	0.131509112	0.979289305	Anaerostipes hadrus:2428	245018.PRJNA45957	Genes_ unannotated
progression.1088	Anaerostipes hadrus:2498_2505	0.658959817	-0.033800187	-0.195842504	0.130038896	0.979289305	Anaerostipes hadrus:2498	245018.PRJNA45957	"Genes_ phosphoribosylaminoimidazole-succinocarboxamide synthase;PTS system, lactose/cellobiose family IIC component;Phosphotransferase system cellobiose-specific component IIB;Phosphotransferase system cellobiose-specific component IIA;Transcriptional regulator/sugar kinase;aryl-phospho-beta-glucosidase;tRNA-U20a,U20b-dihydrouridine synthase"
progression.221	Faecalibacterium prausnitzii:1288_1289	0.664953192	-0.035442073	-0.186641236	0.117397224	0.979663864	Faecalibacterium prausnitzii:1288	748224.PRJNA46809	Genes_ unannotated
progression.507	Blautia wexlerae:155_157	0.666708846	0.00636502	-0.109458242	0.122017752	0.981002343	Blautia wexlerae:155	1121115.PRJNA195783	Genes_ NA
progression.298	Bacteroides uniformis:1310_1311	0.668607491	-0.020917679	-0.184755763	0.144051637	0.981248454	Bacteroides uniformis:1310	411479.PRJNA18195	"Genes_ transposase, Mutator family;acyl-CoA dehydrogenase, C-terminal domain protein"
progression.467	Blautia obeum:2853_2855	0.67025817	0.03956044	-0.077216786	0.155266917	0.981248454	Blautia obeum:2853	411459.PRJNA18147	"Genes_ ;glycosyl hydrolase, family 43"
progression.1026	Anaerostipes hadrus:629_630	0.668998277	0.036041083	-0.112391684	0.182900505	0.981248454	Anaerostipes hadrus:629	245018.PRJNA45957	Genes_ unannotated
progression.1050	Anaerostipes hadrus:1274_1276	0.670265567	0.051353875	-0.102593921	0.202899157	0.981248454	Anaerostipes hadrus:1274	245018.PRJNA45957	Genes_ ;Domain of unknown function (DUF1814).
progression.70	[Eubacterium] rectale:1166_1167	0.672674274	-0.017676768	-0.170796377	0.1362765	0.983531325	[Eubacterium] rectale:1166	657318.PRJNA39159	Genes_ 
progression.1063	Anaerostipes hadrus:1432_1433	0.674202512	-0.049673203	-0.211019231	0.114307803	0.98452271	Anaerostipes hadrus:1432	245018.PRJNA45957	"Genes_ transposase, IS605 OrfB family, central region;"
progression.141	[Eubacterium] rectale:3220_3221	0.67611361	0.041666667	-0.090081366	0.171981484	0.985266184	[Eubacterium] rectale:3220	657318.PRJNA39159	Genes_ 
progression.671	Blautia wexlerae:3979_3981	0.676413313	-0.02338453	-0.172391178	0.126668394	0.985266184	Blautia wexlerae:3979	1121115.PRJNA195783	Genes_ NA
progression.5	[Eubacterium] rectale:174_176	0.728160177	0.045454545	-0.104814154	0.193693984	0.986160502	[Eubacterium] rectale:174	657318.PRJNA39159	Genes_ unannotated
progression.6	[Eubacterium] rectale:216_218;218_220;220_222;222_224;224_226	0.69988018	0.047979798	-0.089570678	0.183734277	0.986160502	[Eubacterium] rectale:216	657318.PRJNA39159	Genes_ Serine/threonine protein phosphatase;Protein kinase domain.;FOG: FHA domain
progression.24	[Eubacterium] rectale:435_437	0.727680595	-0.017676768	-0.170796377	0.1362765	0.986160502	[Eubacterium] rectale:435	657318.PRJNA39159	Genes_ Domain of unknown function (DUF1814).;;Uncharacterized protein conserved in bacteria
progression.25	[Eubacterium] rectale:440_442;442_443	0.735275324	0.026515152	-0.117711041	0.169645858	0.986160502	[Eubacterium] rectale:440	657318.PRJNA39159	Genes_ Flavodoxins;Site-specific recombinase XerD;Global regulator protein family.;Flagellin and related hook-associated proteins
progression.27	[Eubacterium] rectale:445_447	0.715364341	0.031565657	-0.117739781	0.179475527	0.986160502	[Eubacterium] rectale:445	657318.PRJNA39159	Genes_ ;Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen
progression.38	[Eubacterium] rectale:521_523	0.69050971	0.027777778	-0.12510251	0.179369549	0.986160502	[Eubacterium] rectale:521	657318.PRJNA39159	"Genes_ Lyzozyme M1 (1,4-beta-N-acetylmuramidase);"
progression.41	[Eubacterium] rectale:640_642	0.771654056	-0.050505051	-0.20070736	0.102017237	0.986160502	[Eubacterium] rectale:640	657318.PRJNA39159	"Genes_ Response regulator of the LytR/AlgR family;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase."
progression.55	[Eubacterium] rectale:868_871	0.755222537	-0.026515152	-0.180275737	0.128510397	0.986160502	[Eubacterium] rectale:868	657318.PRJNA39159	Genes_ Acyltransferase family.;
progression.58	[Eubacterium] rectale:920_922	0.759171486	-0.015151515	-0.16133974	0.131687347	0.986160502	[Eubacterium] rectale:920	657318.PRJNA39159	Genes_ unannotated
progression.61	[Eubacterium] rectale:1082_1084	0.766948741	-0.016414141	-0.171876146	0.139845558	0.986160502	[Eubacterium] rectale:1082	657318.PRJNA39159	Genes_ ;ORF6N domain.;Helix-turn-helix domain of resolvase.
progression.67	[Eubacterium] rectale:1120_1121;1123_1125	0.762139148	0.002525253	-0.130697041	0.135657968	0.986160502	[Eubacterium] rectale:1120	657318.PRJNA39159	"Genes_ Shikimate kinase;FR47-like protein.;Site-specific recombinases, DNA invertase Pin homologs"
progression.69	[Eubacterium] rectale:1146_1148;1148_1149	0.757802015	-0.045454545	-0.193693984	0.104814154	0.986160502	[Eubacterium] rectale:1146	657318.PRJNA39159	"Genes_ addiction module toxin, RelE/StbE family"
